"JOHOR BAHRU","JOHOR BAHRU","MGP000017","CLINIC AUSTRALIA","37 JALAN KUNING 2, TAMAN PELANGI","80400","07-3319380","07-3319380","9.00AM-1.00PM,2.00PM-5.00PM,7.00PM-9.00PM","9.00AM-1.00PM,2.00PM-5.00PM","CLOSED","CLOSED","", 1.4779012, 103.7673592
"JOHOR BAHRU","JOHOR BAHRU","MGP000847","HORIZON FAMILY POLYCLINIC","NO. 2 JALAN HIJAUAN 4, HORIZON HILLS, NUSAJAYA,JOHOR BAHRU","79100","07-5539558","07-5539180","8.00AM-8.00PM(FRIDAY CLOSED AT6.00PM)","CLOSED","8.00AM-6.00PM","CLOSED","", 1.4584343, 103.6439021
"JOHOR BAHRU","JOHOR BAHRU","MGP000405","KLINIK ASIA DAYA","10 JALAN SAGU 1, TAMAN DAYA","81100","07-3547167","07-3341152","8.30AM-10.00PM","8.30AM-10.00PM","8.30AM-10.00PM","8.30AM-10.00PM","", 1.5435603, 103.7636103
"JOHOR BAHRU","JOHOR BAHRU","MGP000072","KLINIK ASIA TEBRAU","111 JALAN PERISAI, TAMAN SRI TEBRAU","80050","07-3333234","07-3341152","24 HOURS","24 HOURS","24 HOURS","24 HOURS","", 1.4877264, 103.7666985
"JOHOR BAHRU","JOHOR BAHRU","MGP000071","KLINIK ASIA SKUDAI","14 JALAN SHANBANDAR 2, TAMAN UNGKU TUN AMINAH11","81300","07-5567844","07-3341152","9.00AM-5.00PM","9.00AM-1.00PM","CLOSED","","", 1.5315026, 103.6684899
"JOHOR BAHRU","JOHOR BAHRU","MGP000616","KLINIK AUSTIN","63 JLN AUSTIN HEIGHT 3, TAMAN MOUNT AUSTIN,","81100","07-3597135","","MON-THU: 9.00AM-9.00PM FRI: CLOSED","9.00AM-9.00PM(CLOSED ON EVERY1ST & 3RD SAT OFTHE MONTH)","9.00AM-9.00PM","SELECTED PH","CLOSED ON EVERY1ST & 3RD SAT OFTHE MONTH.", 1.56089, 103.7802584
"JOHOR BAHRU","JOHOR BAHRU","MGP000835","FAMILY HEALTH CLINIC","NO. 23 JALAN AUSTIN HEIGHTS 8/3, TAMAN MOUNTAUSTIN, JOHOR BAHRU","81100","07-3645725","07-3645768","24 HOURS","24-HRS","24-HRS","24-HRS","", 1.5620594, 103.7770634
"JOHOR BAHRU","JOHOR BAHRU","MGP000068","KLINIK ASIA JAYA","4 JALAN DEDAP 15, TAMAN JOHOR JAYA","81100","07-3546677","07-3341152","9.00AM-5.00PM6.00PM-10.00PM","9.00AM-5.00PM6.00PM-10.00PM","9.00AM-5.00PM6.00PM-10.00PM","9.00AM-5.00PM6.00PM-10.00PM","", 1.5420298, 103.8003504
"JOHOR BAHRU","JOHOR BAHRU","MGP000009","24JAM POLIKLINIK YAP","114 JALAN PERWIRA 1, TMN TUN AMINAH SKUDAI,81300 JOHOR","81300","07-5583303","07-5583303","24 HOURS","24 HOURS","24 HOURS","24 HOURS","", 1.5225782, 103.6633698
"JOHOR BAHRU","JOHOR BAHRU","MGP000758","KLINIK ADHAM CAWANGAN MUTIARA RINI","NO.19 JALAN JASA 25, PRESINT JASA, TAMAN MUTIARARINI, SKUDAI JOHOR","81300","07-5570194","07-5570194","24 HOURS","24HOURS","24HOURS","24HOURS","", 1.516157, 103.6422242
"JOHOR BAHRU","JOHOR BAHRU","MGP000828","KLINIK FERLIZ","NO. 50G JALAN BESTARI 3/2, TAMAN NUSA BESTARI,SKUDAI, JOHOR","81300","07-2344720","07-2344702","9.00AM-10.00PM(CLOSED ON FRI)","9.00AM-10.00PM","9.00AM-10.00PM","CLOSED","", 1.4911821, 103.6618556
"JOHOR BAHRU","JOHOR BAHRU","MGP000815","KLINIK KELUARGA DAN SURGERI","NO 39G SUSUR LARKIN PERDANA 1, JOHOR BAHRU","80350","07-2340512","07-2340512","9.00AM-10.30PM","9.00AM-10.30PM","9.00AM-10.30PM","9.00AM-10.30PM","", 1.5013328, 103.7494073
"JOHOR BAHRU","JOHOR BAHRU","MGP000734","KLINIK LAI & SURGERI","72 JALAN INDAH 8/15, TAMAN BUKIT INDAH, JOHORBAHRU","81200","07-2324686","07-2324686","8.30AM-4.30PM,6.00PM-10.30PM(CLOSED ON TUESDAY)","8.30AM-4.30PM,6.00PM-10.30PM","8.30AM-4.30PM,6.00PM-10.30PM","CLOSED","", 1.4771401, 103.6507624
"JOHOR BAHRU","JOHOR BAHRU","MGP000689","KLINIK MEDIVIRON BUKIT INDAH","87 JALAN INDAH 15/2 TAMAN BUKIT INDAH 81200JOHOR BAHRU","81200","07-2369993","07-2369993","9.00AM-9.00PM","9.00AM-9.00PM","CLOSED","9.00AM-9.00PM","", 1.480069, 103.657094
"JOHOR BAHRU","JOHOR BAHRU","MGP000024","KLINIK FEDERAL","34 JALAN HARIMAU TARUM, CENTURY GARDEN","80250","07-3339928","07-3339 928","8.00AM-5.30PM,7.00PM-9.00PM","8.00AM-5.00PM","CLOSED","CLOSED","", 1.4809237, 103.7641247
"JOHOR BAHRU","JOHOR BAHRU","MGP000004","KLINIK MESRA PLAZA","21 JALAN BALAU, TAMAN MELODIES","80250","07-3310788","07-3310028","9.00AM-1.00PM2.00PM-5.00PM6.00PM-9.30PM","9.00AM-1.00PM2.00PM-5.00PM6.00PM-9.30PM","9.00AM-1.00PM2.00PM-5.00PM6.00PM-9.30PM","9.00AM-1.00PM2.00PM-5.00PM6.00PM-9.30PM","", 1.4889077, 103.7619748
"JOHOR BAHRU","JOHOR BAHRU","MGP000645","KLINIK MOHAN","NO 30A TAMAN DESA JAYA JALAN LEMBAH 3","81100","07-3575970","07-3575970","8.30AM-4.00PM,6.00PM-9.30PM(CLOSED ON WEDEVENING)","8.30AM-4.00PM,6.00PM-9.30PM","CLOSED","CLOSED","", 1.5542448, 103.8049936
"JOHOR BAHRU","JOHOR BAHRU","MGP000002","KLINIK MESRA TAMPOI","5 JALAN PERSIARAN TANJUNG SUSUR 1, TAMPOI","81200","07-2361516","07-2361516","9.00AM-5.00PM7.00PM-9.00PM","9.00AM-1.00PM","CLOSED","CLOSED","", 1.503488, 103.7082899
"JOHOR BAHRU","JOHOR BAHRU","MGP000832","KLINIK LALITHA RAJ","NO. 8 DATARAN LARKIN 1, DATARAN LARKIN, JOHORBAHRU, JOHOR","80350","07-2329484","07-2329484","9.00AM-7.00PM(CLOSED ON FRIDAYS)","9.00AM-7.00PM","12.00PM-8.00PM","CLOSED ONSELECTED PUBLICHOLIDAYS","", 1.4976661, 103.7418942
"JOHOR BAHRU","JOHOR BAHRU","MGP000001","KLINIK MESRA LARKIN","5C-08(A) PUSAT PENGANGKUTAN AWAM LARKIN, JLNGERODA 2","80350","07-2228966","07-2228966","9.00AM-1.00PM,2.00PM-5.00PM,6.00PM-8.00PM","9.00AM-1.00PM,2.00PM-5.00PM,6.00PM-8.00PM","9.00AM-1.00PM","CLOSED","", 1.4957729, 103.7429223
"JOHOR BAHRU","JOHOR BAHRU","MGP000840","KLINIK SHAKTHI & SURGERI","NO.5 JALAN SETIA TROPIKA 1/28, TAMAN SETIA TROPIKA,KEMPAS, JOHOR BAHRU","81200","07-2442169","07-2320630","9.00AM-1.00PM,2.00PM-9.30PM","9.00AM-1.00PM,2.00PM-9.30PM","9.00AM-1.00PM,2.00PM-5.00PM","9.00AM-1.00PM,2.00PM-5.00PM","", 1.5443936, 103.7116921
"JOHOR BAHRU","JOHOR BAHRU","MGP000222","KLINIK PERLING","262 JALAN SIMBANG, TAMAN PERLING, JOHOR BAHRU","81200","07-2388520","07-2368520","8.30AM-1.00PM,2.30PM-9.30PM","8.30AM-1.00PM,2.30PM-9.30PM","CLOSED","CLOSED","", 1.483975, 103.6801434
"JOHOR BAHRU","JOHOR BAHRU","MGP000824","KLINIK SIA DAN SURGERI","NO.123 JALAN PAHLAWAN 1, TAMAN UNGKU TUNAMINAH, SKUDAI, JOHOR","81300","07-5563840","07-5564551","MON-WED & FRI:9.00AM-9.30PM THU:5.30PM-9.30PM","9.00AM-9.30PM","9.00AM-9.30PM","CLOSED","", 1.522012, 103.663499
"JOHOR BAHRU","JOHOR BAHRU","MGP000006","KLINIK THEESAN (165)","165 JALAN HARIMAU, CENTURY GARDEN","80250","07-3326011","07-3327011","8.30AM-12.30AM","8.30AM-12.00AM","8.30AM-12.00AM","8.30AM-12.00AM","", 1.486415, 103.759962
"JOHOR BAHRU","JOHOR BAHRU","MGP000770","KLINIK TEOH","35 JALAN HARMONIUM 23/12, TAMAN DESA TEBRAU","81100","07-3518985","07-3528984","7.30AM-12.00AM","7.30AM-12.00AM","7.30AM-12.00AM","7.30AM-12.00AM","", 1.554478, 103.797279
"JOHOR BAHRU","JOHOR BAHRU","MGP000008","KLINIK THEESAN (18)","No.18 JALAN KEBUDAYAAN 1, TAMAN UNIVERSITI,SKUDAI","81300","07-5206005","07-5206009","8.30AM-10.00PM","8.30AM-10.00PM","8.30AM-10.00PM","8.30AM-10.00PM","", 1.5432381, 103.631101
"JOHOR BAHRU","JOHOR BAHRU","MGP000255","KLINIK SENTOSA","43 JALAN SULAM, TAMAN SENTOSA","80150","07-3337470","02-07-3348475","9.30AM-1.00PM,2.30PM-5.00PM,7.30PM-9.00PM","9.00AM-5.00PM","9.00AM-5.00PM","CLOSED","", 1.493038, 103.7668173
"JOHOR BAHRU","JOHOR BAHRU","MGP000007","KLINIK THEESAN (75)","75 JALAN DEDAP 6, TAMAN JOHOR JAYA","81100","07-3551150","07-3551153","8.30AM-10.00PM","8.30AM-10.00PM","8.30AM-10.00PM","8.30AM-10.00PM","", 1.5427681, 103.8042102
"JOHOR BAHRU","JOHOR BAHRU","MGP000621","KLINIK NG & SURGERI","NO 51/51A JALAN NB 2 2/2, TAMAN NUSA BESTARI 2,SKUDAI","81300","07-5549928","07-5549928","8.30AM-5.00PM,6.00PM-10.30PM","CLOSED","8.30AM-5.00PM,6.00PM-10.30PM","SELECTED PH","", 1.4924534, 103.6582102
"JOHOR BAHRU","JOHOR BAHRU","MGP000623","L & K HEALTHCARE SDN BHD","14 TAMAN BUKIT INDAH JALAN INDAH 16/5","81200","07-2365419","07-2365419","9.00AM-10.00PM","9.00AM-10.00PM","9.00AM-10.00PM","9.00AM-10.00PM","", 1.4813257, 103.6640005
"JOHOR BAHRU","JOHOR BAHRU","MGP000852","MEDISPRING FAMILY POLYCLINIC","NO.7514 JALAN ENGGANG 19, BANDAR PUTRA,KULAIJAYA, JOHOR","81000","016-7742788","","8.00AM-12.00MN","8.00AM-12.00MN","8.00AM-12.00MN","8.00AM-12.00MN(CLOSED ONCHINESE NEWYEAR & HARI RAYA)","", 1.66011, 103.638652
"JOHOR BAHRU","JOHOR BAHRU","MGP000850","MEDISPRING FAMILY POLYCLINIC","NO. 5 JALAN INDAH 25/1, TAMAN BUKIT INDAH 2, JOHORBAHRU","81200","07-2445157","","8.00AM-12.00MN","8.00AM-12.00MN","8.00AM-12.00MN","8.00AM-12.00MN(CLOSED ONCHINESE NEWYEAR & HARI RAYA)","", 1.4686334, 103.651567
"JOHOR BAHRU","JOHOR BAHRU","MGP000841","POLIKLINIK CARRE","NO. 82 JALAN SIERRA PERDANA 4/1, TAMAN SIERRAPERDANA, MASAI, JOHOR","81750","07-3881140","07-3881141","9.00AM-10.00PM","9.00AM-10.00PM","9.00AM-10.00PM","9.00AM-10.00PM(EXCEPTDEEPAVALI)","", 1.4799689, 103.8678527
"JOHOR BAHRU","JOHOR BAHRU","MGP000782","POLIKLINIK CHU SDN BHD","6 JALAN KEBUDAYAAN 1, TAMAN UNIVERSITI, SKUDAI,JOHOR","81300","07-5213188","07-5213188","8.00AM-10.00PM(CLOSED ON FRIDAY)","8.00AM-10.00PM","8.00AM-10.00PM","8.00AM-10.00PM","", 1.5428503, 103.6306845
"JOHOR BAHRU","JOHOR BAHRU","MGP000822","POLIKLINIK CHU","NO 4 JALAN NUSARIA 11/7, TAMAN NUSANTARA,GELANG PATAH, JOHOR","81550","017-8866808","","9.00AM-10.00PM","9.00AM-10.00PM","9.00AM-10.00PM","9.00AM-10.00PM","", 1.4598693, 103.5790137
"JOHOR BAHRU","JOHOR BAHRU","MGP000559","POLIKLINIK JOHN","8 TAMAN SERAYA, KULAI BESAR, KULAI","81000","07-6625710","07-6626710","8.00AM-11.00PM","8.00AM-5.00PM","CLOSED","CLOSED","", 1.6516591, 103.6114455
"JOHOR BAHRU","JOHOR BAHRU","MGP000851","POLIKLINIK MEDISPRING","NO. 29 JALAN BUKIT MUTIARA, 21 TAMAN BUKITMUTIARA, JOHOR","81100","07-3001501","","8.00AM-12.00MN","8.00AM-12.00MN","8.00AM-12.00MN","8.00AM-12.00MN(CLOSED ONCHINESE NEWYEAR & HARI RAYA)","", 1.8354289, 102.9465858
"JOHOR BAHRU","JOHOR BAHRU","MGP000842","POLIKLINIK KEMPAS INDAH","100 JALAN KEMPAS INDAH 1/1, TAMAN KEMPAS INDAH,JOHOR BAHRU","81300","07-5628415","07-5628415","8.00AM-12.00MN","8.00AM-12.00MN","8.00AM-12.00MN","8.00AM-12.00MN","", 1.5524094, 103.7147865
"JOHOR BAHRU","JOHOR BAHRU","MGP000411","POLIKLINIK MARIA","12 JALAN DELIMA 311, TAMAN DELIMA","81100","07-3535233","07-3341152","10.00AM-2.00PM3.00PM-6.00PM","10.00AM-2.00PM3.00PM-6.00PM","CLOSED","CLOSED","", 2.0025171, 103.3147827
"JOHOR BAHRU","JOHOR BAHRU","MGP000848","POLIKLINIK LK MEDIC","NO. 1 JALAN KEBUDAYAAN 12, TAMAN UNIVERSITY,SKUDAI, JOHOR BAHRU","81300","07-5205578","","24 HOURS","24-HRS","24-HRS","24-HRS","", 1.543044, 103.6308933
"JOHOR BAHRU","JOHOR BAHRU","MGP000672","POLIKLINIK NAVIN SDN BHD","NO 9 TAMAN BUKIT INDAH 2 JALAN INDAH 22/14 81200JOHOR BAHRU","81200","07-2328860","07-2328860","9.00AM-11.30PM(CLOSED ON TUE)","9.00AM-11.30PM","9.00AM-11.30PM","CLOSED","", 1.4694481, 103.6540287
"JOHOR BAHRU","JOHOR BAHRU","MGP000829","POLYCLINIC MY FAMILY SDN BHD","NO. 22 JALAN INDAH 8/15, TAMAN BUKIT INDAH, JOHOR","81200","07-2366663","07-2366663","24 HOURS","24HRS","24HRS","24HRS","", 1.4786579, 103.6501074
"JOHOR BAHRU","JOHOR BAHRU","MGP000619","TML POLYCLINIC & SURGERY","19 JALAN HANG TUAH 28, TAMAN SKUDAI BARU,","81300","6075561178","6075591178","9.00AM-12.00PM,2.00PM-5.00PM,7.00PM-9.30PM","9.00AM-1.00PM","7.00PM-9.30PM","SELECTED PH","", 1.5196435, 103.6531257
"JOHOR BAHRU","JOHOR BAHRU","MGP000831","POLYCLINIC HEALTHCARE AND SURGERY","NO. 14 JALAN SERI ORKID 1, TAMAN SERI ORKID, SKUDAI,JOHOR","81300","07-5114090","07-5114090","24 HOURS","24 HOURS","24 HOURS","24 HOURS","", 1.5087319, 103.6380888
"JOHOR BAHRU","JOHOR BAHRU","MGP000769","POLIKLINIK MM FAMILYCARE & SURGERI","NO 5 JALAN MUTIARA 1/2, TAMAN MUTIARA MAS,SKUDAI","81300","07-5590851","07-5590851","8.00AM-11.30PM","8.00AM-11.30PM","8.00AM-11.30PM","8.00AM-11.30PM","", 1.51453, 103.632235
